id,release_date,movie,production_budget,domestic_gross,worldwide_gross
61,27-Feb-87,A Nightmare On Elm Street 3: Dream Warriors,"$5,000,000 ","$44,793,222 ","$44,793,222 "
62,30-Aug-13,No se Aceptan Devoluciones,"$5,000,000 ","$44,467,206 ","$100,486,616 "
63,7-Aug-15,The Gift,"$5,000,000 ","$43,787,265 ","$58,978,477 "
64,23-Jun-17,The Big Sick,"$5,000,000 ","$42,872,467 ","$53,972,860 "
65,16-May-75,The Return of the Pink Panther,"$5,000,000 ","$41,833,347 ","$41,833,347 "
66,31-May-19,MA,"$5,000,000 ","$36,049,540 ","$44,300,625 "
67,16-Sep-53,The Robe,"$5,000,000 ","$36,000,000 ","$36,008,303 "
68,13-Sep-91,Freddyâs Dead: The Final Nightmare,"$5,000,000 ","$34,872,033 ","$34,872,033 "
69,24-Dec-03,Monster,"$5,000,000 ","$34,469,210 ","$64,240,813 "
70,3-Jan-14,Paranormal Activity: The Marked Ones,"$5,000,000 ","$32,462,372 ","$90,904,854 "
71,23-Dec-54,"20,000 Leagues Under the Sea","$5,000,000 ","$28,200,000 ","$28,200,000 "
72,11-Apr-14,Oculus,"$5,000,000 ","$27,695,246 ","$44,115,496 "
73,1-Nov-13,Dallas Buyers Club,"$5,000,000 ","$27,298,285 ","$60,611,845 "
74,26-Aug-15,No Escape,"$5,000,000 ","$27,288,872 ","$42,844,516 "
75,3-Oct-80,The Elephant Man,"$5,000,000 ","$26,010,864 ","$26,010,864 "
76,27-Feb-15,The Lazarus Effect,"$5,000,000 ","$25,801,570 ","$38,359,310 "
77,16-Mar-01,Memento,"$5,000,000 ","$25,544,867 ","$39,723,096 "
78,26-Aug-11,Our Idiot Brother,"$5,000,000 ","$24,814,830 ","$25,861,249 "
79,9-Mar-18,The Strangers: Prey at Night,"$5,000,000 ","$24,431,472 ","$29,960,051 "
80,21-Jul-06,Clerks II,"$5,000,000 ","$24,148,068 ","$27,342,246 "
81,8-Apr-98,The Players Club,"$5,000,000 ","$23,047,939 ","$23,047,939 "
82,13-Oct-00,Billy Elliot,"$5,000,000 ","$21,995,263 ","$109,253,745 "
83,5-Jul-13,The Way Way Back,"$5,000,000 ","$21,502,690 ","$26,853,810 "
84,29-Aug-14,"As Above, So Below","$5,000,000 ","$21,222,315 ","$41,824,066 "
85,1-Apr-16,Godâs Not Dead 2,"$5,000,000 ","$20,773,069 ","$23,551,286 "
86,17-Dec-97,The Apostle,"$5,000,000 ","$20,733,485 ","$21,277,770 "
87,3-Nov-82,The Man From Snowy River,"$5,000,000 ","$20,659,423 ","$20,659,423 "
88,23-Oct-91,House Party 2,"$5,000,000 ","$19,438,638 ","$19,438,638 "
89,26-Mar-99,Doug's 1st Movie,"$5,000,000 ","$19,421,271 ","$19,421,271 "
90,19-Feb-16,Race,"$5,000,000 ","$19,115,191 ","$23,745,772 "
91,18-Sep-81,Mommie Dearest,"$5,000,000 ","$19,032,000 ","$25,032,000 "
92,16-Jan-15,Still Alice,"$5,000,000 ","$18,656,400 ","$41,699,612 "
93,1-Oct-88,Halloween 4: The Return of Michael Myers,"$5,000,000 ","$17,768,757 ","$17,768,757 "
94,2-Sep-11,Apollo 18,"$5,000,000 ","$17,686,929 ","$26,517,819 "
95,23-Mar-18,"Paul, Apostle of Christ","$5,000,000 ","$17,547,999 ","$25,529,498 "
96,10-Oct-14,Addicted,"$5,000,000 ","$17,390,770 ","$17,499,242 "
97,31-Aug-01,O (Othello),"$5,000,000 ","$16,017,403 ","$16,017,403 "
98,29-Sep-95,Halloween: The Curse of Michael Myers,"$5,000,000 ","$15,126,948 ","$15,126,948 "
99,24-Aug-54,The Egyptian,"$5,000,000 ","$15,000,000 ","$15,000,000 "
100,7-Nov-97,Eve's Bayou,"$5,000,000 ","$14,843,425 ","$14,843,425 "
1,10-Apr-81,Nighthawks,"$5,000,000 ","$14,600,000 ","$19,600,000 "
2,28-Jul-89,Friday the 13th Part VIII: Jason Takes Manhattan,"$5,000,000 ","$14,343,976 ","$14,343,976 "
3,15-Mar-13,Spring Breakers,"$5,000,000 ","$14,124,286 ","$31,149,251 "
4,9-Jun-17,It Comes at Night,"$5,000,000 ","$13,985,117 ","$19,720,203 "
5,15-Mar-02,Y Tu MamÃ¡ TambiÃ©n,"$5,000,000 ","$13,649,881 ","$33,649,881 "
6,24-Sep-04,Shaun of the Dead,"$5,000,000 ","$13,542,874 ","$30,332,385 "
7,31-Oct-08,The Haunting of Molly Hartley,"$5,000,000 ","$13,442,412 ","$15,318,257 "
8,15-Jul-16,Hillaryâs America: The Secret History of the Democratic Party,"$5,000,000 ","$13,099,931 ","$13,099,931 "
9,21-Jun-96,Lone Star,"$5,000,000 ","$12,961,389 ","$12,961,389 "
10,27-Mar-86,April Fool's Day,"$5,000,000 ","$12,947,763 ","$12,947,763 "
11,2-Apr-82,Diner,"$5,000,000 ","$12,592,907 ","$12,592,907 "
12,3-Mar-17,Before I Fall,"$5,000,000 ","$12,241,072 ","$18,945,682 "
13,15-Apr-83,Lone Wolf McQuade,"$5,000,000 ","$12,232,628 ","$12,232,628 "
14,13-Mar-09,Sunshine Cleaning,"$5,000,000 ","$12,062,558 ","$17,329,337 "
15,29-Jan-16,Fifty Shades of Black,"$5,000,000 ","$11,686,940 ","$22,113,075 "
16,14-Dec-57,A Farewell To Arms,"$5,000,000 ","$11,000,000 ","$11,017,403 "
17,1-Jan-59,Solomon and Sheba,"$5,000,000 ","$11,000,000 ","$11,014,961 "
18,20-Aug-82,The Beastmaster,"$5,000,000 ","$10,751,126 ","$10,751,126 "
19,9-Jan-09,Not Easily Broken,"$5,000,000 ","$10,572,742 ","$10,732,909 "
20,9-May-14,Momsâ Night Out,"$5,000,000 ","$10,429,707 ","$10,537,341 "
21,17-Mar-17,The Belko Experiment,"$5,000,000 ","$10,166,820 ","$11,792,942 "
22,11-Mar-16,The Perfect Match,"$5,000,000 ","$9,669,521 ","$10,182,050 "
23,6-Oct-00,Digimon: The Movie,"$5,000,000 ","$9,628,751 ","$16,628,751 "
24,28-May-04,Saved!,"$5,000,000 ","$8,886,160 ","$10,206,551 "
25,9-May-03,Les invasions barbares,"$5,000,000 ","$8,460,000 ","$25,913,869 "
26,11-Mar-76,Robin and Marian,"$5,000,000 ","$8,000,000 ","$8,000,000 "
27,22-Dec-78,Force 10 from Navarone,"$5,000,000 ","$7,100,000 ","$7,100,000 "
28,27-Apr-01,The Forsaken,"$5,000,000 ","$6,755,271 ","$6,755,271 "
29,21-Sep-18,Fahrenheit 11/9,"$5,000,000 ","$6,352,306 ","$6,653,715 "
30,21-Jul-89,UHF,"$5,000,000 ","$6,157,157 ","$6,157,157 "
31,28-May-10,Sea Rex 3D: Journey to a Prehistoric World,"$5,000,000 ","$6,096,582 ","$16,515,203 "
32,6-Jan-06,Grandmaâs Boy,"$5,000,000 ","$6,090,172 ","$6,590,172 "
33,14-Aug-98,Slums of Beverly Hills,"$5,000,000 ","$5,502,773 ","$5,502,773 "
34,28-May-69,Once Upon a Time in the West,"$5,000,000 ","$5,321,508 ","$5,378,425 "
35,13-Jul-01,Made,"$5,000,000 ","$5,308,707 ","$5,476,060 "
36,19-Nov-04,La mala educaciÃ³n,"$5,000,000 ","$5,211,842 ","$40,311,842 "
37,12-Jun-09,Moon,"$5,000,000 ","$5,010,163 ","$10,676,073 "
38,11-Sep-15,90 Minutes in Heaven,"$5,000,000 ","$4,816,142 ","$4,816,142 "
39,2-Dec-16,Incarnate,"$5,000,000 ","$4,799,774 ","$9,371,036 "
40,12-May-06,Keeping Up with the Steins,"$5,000,000 ","$4,339,241 ","$4,414,753 "
41,10-Oct-97,The Sweet Hereafter,"$5,000,000 ","$4,306,697 ","$7,951,247 "
42,6-Aug-08,Bottle Shock,"$5,000,000 ","$4,078,607 ","$4,815,890 "
43,25-Feb-11,Des Hommes et Des Dieux,"$5,000,000 ","$3,954,651 ","$46,263,525 "
44,27-Aug-82,Jekyll and Hyde... Together Again,"$5,000,000 ","$3,707,583 ","$3,707,583 "
45,3-Mar-17,Table 19,"$5,000,000 ","$3,614,896 ","$4,620,399 "
46,15-Apr-16,Green Room,"$5,000,000 ","$3,220,371 ","$3,807,503 "
47,9-Mar-18,Thoroughbreds,"$5,000,000 ","$3,072,605 ","$3,187,302 "
48,16-Nov-94,Heavenly Creatures,"$5,000,000 ","$3,046,086 ","$5,438,120 "
49,4-Mar-16,The Other Side of the Door,"$5,000,000 ","$3,000,342 ","$12,905,107 "
50,13-May-11,Everything Must Go,"$5,000,000 ","$2,712,131 ","$2,821,010 "
51,10-Oct-14,Kill the Messenger,"$5,000,000 ","$2,450,846 ","$6,656,705 "
52,17-Dec-10,Rabbit Hole,"$5,000,000 ","$2,229,058 ","$6,205,034 "
53,23-Oct-15,Jem and the Holograms,"$5,000,000 ","$2,184,640 ","$2,368,937 "
54,28-Dec-16,Paterson,"$5,000,000 ","$2,141,423 ","$10,727,536 "
55,30-Jan-98,Zero Effect,"$5,000,000 ","$2,080,693 ","$2,080,693 "
56,24-Apr-92,A Midnight Clear,"$5,000,000 ","$1,526,697 ","$1,526,697 "
57,22-Oct-04,The Machinist,"$5,000,000 ","$1,082,044 ","$8,655,397 "
58,21-Sep-92,Light Sleeper,"$5,000,000 ","$1,050,861 ","$1,050,861 "
59,25-Jul-08,American Teen,"$5,000,000 ","$942,441 ","$989,319 "
60,12-Sep-14,Atlas Shrugged: Who Is John Galt?,"$5,000,000 ","$851,690 ","$851,690 "
61,29-Aug-03,Party Monster,"$5,000,000 ","$742,898 ","$894,030 "
62,14-Jul-06,The Oh in Ohio,"$5,000,000 ","$418,689 ","$648,183 "
63,21-Feb-96,Bottle Rocket,"$5,000,000 ","$407,488 ","$407,488 "
64,16-Aug-13,Ain't Them Bodies Saints,"$5,000,000 ","$391,611 ","$1,075,009 "
65,17-Jan-97,Albino Alligator,"$5,000,000 ","$353,480 ","$353,480 "
66,26-Sep-14,Jimi: All is By My Side,"$5,000,000 ","$340,911 ","$927,074 "
67,3-Aug-07,"Gandhi, My Father","$5,000,000 ","$240,425 ","$2,015,004 "
68,25-Apr-08,Standard Operating Procedure,"$5,000,000 ","$228,830 ","$332,120 "
69,30-Sep-11,Tucker & Dale vs. Evil,"$5,000,000 ","$223,838 ","$5,476,793 "
70,27-Mar-98,No Looking Back,"$5,000,000 ","$143,273 ","$143,273 "
71,7-Aug-15,Cop Car,"$5,000,000 ","$134,552 ","$143,658 "
72,10-Sep-10,"Lovely, Still","$5,000,000 ","$127,564 ","$282,687 "
73,13-Jun-03,Tycoon,"$5,000,000 ","$121,016 ","$121,016 "
74,4-Jun-99,Desert Blue,"$5,000,000 ","$99,147 ","$99,147 "
75,27-Feb-04,Decoys,"$5,000,000 ","$84,733 ","$96,760 "
76,30-May-08,Stuck,"$5,000,000 ","$67,505 ","$67,505 "
77,16-Nov-07,Redacted,"$5,000,000 ","$65,388 ","$861,325 "
78,17-Oct-14,Rudderless,"$5,000,000 ","$56,001 ","$567,219 "
79,28-Jan-05,Fascination,"$5,000,000 ","$16,670 ","$83,356 "
80,14-Aug-09,Grace,"$5,000,000 ","$8,297 ","$8,297 "
81,15-May-15,Area 51,"$5,000,000 ","$7,556 ","$7,556 "
82,26-Oct-12,Mientras duermes,"$5,000,000 ",$0 ,"$9,109,597 "
83,7-Jul-09,Flying By,"$5,000,000 ",$0 ,"$4,568,257 "
84,31-Dec-08,The Cottage,"$5,000,000 ",$0 ,"$1,504,960 "
85,5-Dec-14,Dying of the Light,"$5,000,000 ",$0 ,"$74,639 "
86,2-Sep-16,Yoga Hosers,"$5,000,000 ",$0 ,"$22,958 "
87,17-Feb-09,Dead Like Me: Life After Death,"$5,000,000 ",$0 ,$0 
88,30-Jan-07,Farce of the Penguins,"$5,000,000 ",$0 ,$0 
89,31-Dec-10,Psych 9,"$5,000,000 ",$0 ,$0 
90,21-Nov-14,Reach Me,"$5,000,000 ",$0 ,$0 
91,18-Aug-14,Henry & Me,"$5,000,000 ",$0 ,$0 
92,27-Jan-15,Born of War,"$5,000,000 ",$0 ,$0 
93,9-Jan-15,Let's Kill Ward's Wife,"$5,000,000 ",$0 ,$0 
94,13-Jan-15,Capricorn One,"$5,000,000 ",$0 ,$0 
95,31-Dec-11,We Have Your Husband,"$5,000,000 ",$0 ,$0 
96,31-Dec-12,Should've Been Romeo,"$5,000,000 ",$0 ,$0 
97,31-Dec-15,Aztec Warrior,"$5,000,000 ",$0 ,$0 
98,25-Sep-15,Navy SEAL vs. Zombies,"$5,000,000 ",$0 ,$0 
99,15-Mar-16,The Hatching,"$5,000,000 ",$0 ,$0 
100,27-Oct-15,Running Forever,"$5,000,000 ",$0 ,$0 
1,23-Jan-15,Mommy,"$4,900,000 ","$3,498,695 ","$17,536,004 "
2,29-Aug-08,Obsluhoval jsem anglickÃ©ho krÃ¡le,"$4,900,000 ","$617,228 ","$7,174,984 "
3,20-Aug-10,Soul Kitchen,"$4,900,000 ","$276,901 ","$23,347,461 "
4,17-Aug-12,The Awakening,"$4,900,000 ","$95,933 ","$6,924,321 "
5,18-Jan-08,All Hat,"$4,900,000 ","$15,198 ","$15,198 "
6,20-Nov-96,Sling Blade,"$4,833,610 ","$24,475,416 ","$34,175,000 "
7,6-Jan-06,Hostel,"$4,800,000 ","$47,326,473 ","$82,241,110 "
8,19-Jul-13,Only God Forgives,"$4,800,000 ","$775,849 ","$4,494,560 "
9,30-Sep-11,Take Shelter,"$4,750,000 ","$1,728,953 ","$4,972,016 "
10,27-Jan-06,Tristram Shandy: A Cock and Bull Story,"$4,750,000 ","$1,253,413 ","$3,061,763 "
11,22-Aug-86,The Texas Chainsaw Massacre 2,"$4,700,000 ","$8,025,872 ","$8,025,872 "
12,22-Apr-88,Lady in White,"$4,700,000 ","$1,705,139 ","$1,705,139 "
13,13-Oct-06,Driving Lessons,"$4,700,000 ","$239,962 ","$239,962 "
14,31-Dec-11,Without Men,"$4,700,000 ",$0 ,$0 
15,10-Mar-15,Treading Water,"$4,700,000 ",$0 ,$0 
16,23-May-73,Pat Garrett and Billy the Kid,"$4,638,783 ","$8,000,000 ","$11,000,000 "
17,16-Jul-04,Camping Sauvage,"$4,600,000 ","$3,479,302 ","$3,479,302 "
18,14-Sep-12,Barfi,"$4,600,000 ","$2,804,874 ","$36,751,984 "
19,4-Mar-05,Dear Frankie,"$4,600,000 ","$1,340,891 ","$3,099,369 "
20,29-Dec-04,The Assassination of Richard Nixon,"$4,600,000 ","$708,776 ","$4,880,143 "
21,24-Jun-11,Le nom des gens,"$4,600,000 ","$514,237 ","$9,261,711 "
22,28-May-08,Savage Grace,"$4,600,000 ","$434,417 ","$968,805 "
23,19-Oct-07,Out of the Blue,"$4,600,000 ",$728 ,"$731,767 "
24,23-Mar-84,Police Academy,"$4,500,000 ","$81,198,894 ","$81,198,894 "
25,9-Mar-94,Four Weddings and a Funeral,"$4,500,000 ","$52,700,832 ","$242,895,809 "
26,20-Jun-80,The Blue Lagoon,"$4,500,000 ","$47,923,795 ","$47,923,795 "
27,13-Aug-82,Fast Times at Ridgemont High,"$4,500,000 ","$27,092,880 ","$27,092,880 "
28,28-Sep-96,Secrets & Lies,"$4,500,000 ","$13,417,292 ","$13,417,292 "
29,19-Dec-02,25th Hour,"$4,500,000 ","$13,084,595 ","$25,344,490 "
30,13-Sep-85,After Hours,"$4,500,000 ","$10,609,321 ","$10,609,321 "
31,27-Jun-56,Moby Dick,"$4,500,000 ","$10,400,000 ","$10,400,000 "
32,25-Mar-16,The Lobster,"$4,500,000 ","$9,196,278 ","$18,019,834 "
33,4-Oct-96,Bound,"$4,500,000 ","$3,802,260 ","$7,011,317 "
34,6-Oct-00,Requiem for a Dream,"$4,500,000 ","$3,635,482 ","$7,389,233 "
35,9-Mar-62,State Fair,"$4,500,000 ","$3,500,000 ","$3,500,000 "
36,24-Oct-08,LÃ¥t den rÃ¤tte komma in,"$4,500,000 ","$2,122,085 ","$12,247,682 "
37,12-Feb-99,Tango,"$4,500,000 ","$1,687,311 ","$5,428,387 "
38,23-Apr-86,Salvador,"$4,500,000 ","$1,500,000 ","$1,500,000 "
39,26-Oct-01,Donnie Darko,"$4,500,000 ","$1,480,006 ","$7,510,877 "
40,2-Sep-11,Salvando al Soldado Perez,"$4,500,000 ","$1,400,726 ","$9,330,465 "
41,27-Mar-98,Karakter,"$4,500,000 ","$713,413 ","$713,413 "
42,19-Aug-11,Nannerl la soeur de Mozart,"$4,500,000 ","$707,885 ","$2,404,639 "
43,14-Mar-03,Spun,"$4,500,000 ","$410,241 ","$1,022,649 "
44,23-Jul-10,Life During Wartime,"$4,500,000 ","$281,447 ","$281,447 "
45,4-May-06,Chinjeolhan geumjassi,"$4,500,000 ","$211,667 ","$23,471,871 "
46,7-Oct-11,Blackthorn,"$4,500,000 ","$200,558 ","$1,217,307 "
47,8-May-15,Maggie,"$4,500,000 ","$187,112 ","$1,027,760 "
48,18-Apr-03,Lilja 4-ever,"$4,500,000 ","$181,655 ","$4,556,982 "
49,9-Apr-10,After.Life,"$4,500,000 ","$108,596 ","$2,481,925 "
50,22-Feb-02,Mean Machine,"$4,500,000 ","$92,723 ","$92,723 "
51,31-Aug-07,Fong juk,"$4,500,000 ","$51,957 ","$51,957 "
52,23-Jul-10,Spoken Word,"$4,500,000 ","$32,961 ","$32,961 "
53,1-Mar-13,The Sweeney,"$4,500,000 ","$26,345 ","$8,000,366 "
54,4-Sep-14,Falcon Rising,"$4,500,000 ","$11,774 ","$11,774 "
55,25-Jun-13,Hansel & Gretel Get Baked,"$4,500,000 ",$0 ,$0 
56,7-Nov-14,Fugly,"$4,500,000 ",$0 ,$0 
57,28-Aug-15,Zipper,"$4,500,000 ",$0 ,$0 
58,3-Nov-15,The Final Girls,"$4,500,000 ",$0 ,$0 
59,1-Dec-17,Daisy Winters,"$4,500,000 ",$0 ,$0 
60,19-Nov-75,One Flew Over the Cuckoo's Nest,"$4,400,000 ","$108,981,275 ","$108,997,629 "
61,25-Jun-76,Silent Movie,"$4,400,000 ","$36,145,695 ","$36,145,695 "
62,31-Dec-16,Airlift (2016),"$4,400,000 ",$0 ,"$9,969,237 "
63,29-Sep-15,R.L. Stine's Monsterville: The Cabinet of Souls,"$4,400,000 ",$0 ,$0 
64,6-Jun-14,Anna,"$4,357,373 ",$0 ,"$1,200,000 "
65,6-Jun-03,Whale Rider,"$4,300,000 ","$20,779,666 ","$39,374,600 "
66,13-Jun-01,Sexy Beast,"$4,300,000 ","$6,946,056 ","$10,158,355 "
67,4-Dec-09,Paa,"$4,300,000 ","$199,228 ","$9,791,282 "
68,11-Jul-12,Snabba Cash,"$4,300,000 ","$188,870 ","$10,212,403 "
69,19-Oct-90,Night of the Living Dead,"$4,200,000 ","$5,835,247 ","$5,835,247 "
70,17-Feb-06,Nochnoy dozor,"$4,200,000 ","$1,502,188 ","$33,913,542 "
71,13-Aug-10,Animal Kingdom,"$4,200,000 ","$1,044,039 ","$8,078,683 "
72,28-May-10,George A. Romero's Survival of the Dead,"$4,200,000 ","$101,740 ","$101,740 "
73,21-Oct-11,Cargo,"$4,200,000 ",$0 ,"$313,230 "
74,23-May-06,High School Musical,"$4,200,000 ",$0 ,$0 
75,6-Mar-98,Love and Death on Long Island,"$4,030,000 ","$2,542,264 ","$2,542,264 "
76,19-Mar-82,Porky's,"$4,000,000 ","$109,492,484 ","$109,492,484 "
77,5-Feb-53,Peter Pan,"$4,000,000 ","$87,400,000 ","$87,400,000 "
78,25-Nov-92,The Crying Game,"$4,000,000 ","$62,546,695 ","$62,546,695 "
79,12-Sep-03,Lost in Translation,"$4,000,000 ","$44,585,453 ","$117,085,297 "
80,20-Apr-77,Annie Hall,"$4,000,000 ","$38,251,425 ","$38,251,425 "
81,23-Jan-15,The Boy Next Door,"$4,000,000 ","$36,006,065 ","$53,401,938 "
82,10-Jan-52,The Greatest Show on Earth,"$4,000,000 ","$36,000,000 ","$36,000,000 "
83,27-Oct-95,Leaving Las Vegas,"$4,000,000 ","$31,983,777 ","$49,800,000 "
84,26-Dec-01,Monster's Ball,"$4,000,000 ","$31,273,922 ","$43,766,463 "
85,11-Jul-14,Boyhood,"$4,000,000 ","$25,379,975 ","$57,273,049 "
86,15-Dec-60,Exodus,"$4,000,000 ","$21,750,000 ","$21,750,000 "
87,9-Jul-10,The Kids Are All Right,"$4,000,000 ","$20,811,365 ","$36,275,469 "
88,17-Aug-79,Life of Brian,"$4,000,000 ","$20,182,359 ","$20,468,305 "
89,18-Apr-14,A Haunted House 2,"$4,000,000 ","$17,329,487 ","$21,206,861 "
90,1-Mar-13,The Last Exorcism Part II,"$4,000,000 ","$15,179,303 ","$25,448,707 "
91,17-Dec-74,The Front Page,"$4,000,000 ","$15,000,000 ","$15,000,000 "
92,30-May-56,Trapeze,"$4,000,000 ","$14,400,000 ","$14,400,000 "
93,16-Aug-85,The Return of the Living Dead,"$4,000,000 ","$14,237,880 ","$14,237,880 "
94,4-Nov-88,They Live,"$4,000,000 ","$13,000,000 ","$13,000,774 "
95,4-Aug-00,Saving Grace,"$4,000,000 ","$12,178,602 ","$27,786,849 "
96,8-Aug-63,The Great Escape,"$4,000,000 ","$11,744,471 ","$11,972,561 "
97,6-Feb-04,What the #$'! Do We Know,"$4,000,000 ","$10,941,801 ","$10,941,801 "
98,13-May-16,The Darkness,"$4,000,000 ","$10,753,574 ","$10,898,293 "
99,28-Jul-06,Scoop,"$4,000,000 ","$10,525,717 ","$40,103,262 "
100,14-Nov-01,The Wash,"$4,000,000 ","$10,097,096 ","$10,097,096 "
1,1-Mar-00,3 Strikes,"$4,000,000 ","$9,821,335 ","$9,821,335 "
2,11-Apr-08,The Visitor,"$4,000,000 ","$9,427,026 ","$19,174,817 "
3,26-Nov-03,The Cooler,"$4,000,000 ","$8,291,572 ","$11,131,455 "
4,1-Feb-61,The Misfits,"$4,000,000 ","$8,200,000 ","$8,200,000 "
5,4-Aug-06,The Night Listener,"$4,000,000 ","$7,836,393 ","$10,770,993 "
6,3-Feb-95,The Jerky Boys,"$4,000,000 ","$7,555,256 ","$7,555,256 "
7,28-Dec-07,El orfanato,"$4,000,000 ","$7,159,147 ","$79,250,193 "
8,25-May-07,Bug,"$4,000,000 ","$7,006,708 ","$8,302,995 "
9,11-Oct-02,The Rules of Attraction,"$4,000,000 ","$6,525,762 ","$11,799,060 "
10,19-Dec-69,Topaz,"$4,000,000 ","$6,000,000 ","$6,000,000 "
11,17-Nov-06,Let's Go to Prison,"$4,000,000 ","$4,630,045 ","$4,630,045 "
12,25-Dec-95,Four Rooms,"$4,000,000 ","$4,301,000 ","$4,301,000 "
13,20-Sep-02,Secretary,"$4,000,000 ","$4,046,737 ","$9,413,956 "
14,25-Apr-03,The Real Cancun,"$4,000,000 ","$3,816,594 ","$3,816,594 "
15,1-Dec-88,Talk Radio,"$4,000,000 ","$3,468,572 ","$3,468,572 "
16,31-Jan-97,Waiting for Guffman,"$4,000,000 ","$2,922,988 ","$2,922,988 "
17,10-Sep-99,Love Stinks,"$4,000,000 ","$2,793,776 ","$2,793,776 "
18,24-Aug-12,Samsara,"$4,000,000 ","$2,672,413 ","$5,966,671 "
19,22-Jun-07,You Kill Me,"$4,000,000 ","$2,426,851 ","$3,858,964 "
20,17-Jun-11,The Art of Getting By,"$4,000,000 ","$1,430,241 ","$1,989,035 "
21,16-Sep-05,Thumbsucker,"$4,000,000 ","$1,328,679 ","$1,919,197 "
22,23-Sep-11,Red State,"$4,000,000 ","$1,065,429 ","$1,983,596 "
23,30-Sep-05,MirrorMask,"$4,000,000 ","$864,959 ","$973,613 "
24,31-Mar-87,The Barbarians,"$4,000,000 ","$800,000 ","$800,000 "
25,17-Oct-12,Holy Motors,"$4,000,000 ","$641,054 ","$4,230,426 "
26,13-Jun-14,The Signal,"$4,000,000 ","$600,896 ","$2,665,322 "
27,28-Feb-03,Poolhall Junkies,"$4,000,000 ","$563,711 ","$563,711 "
28,28-May-99,The Loss of Sexual Innocence,"$4,000,000 ","$399,793 ","$399,793 "
29,7-Mar-14,The Face of Love,"$4,000,000 ","$385,069 ","$1,158,877 "
30,11-Apr-14,Joe,"$4,000,000 ","$373,375 ","$373,375 "
31,4-Mar-88,Prison,"$4,000,000 ","$354,704 ","$354,704 "
32,1-May-98,Shooting Fish,"$4,000,000 ","$302,204 ","$302,204 "
33,8-May-09,Adoration,"$4,000,000 ","$294,244 ","$384,244 "
34,4-Aug-00,Psycho Beach Party,"$4,000,000 ","$267,972 ","$267,972 "
35,7-Jun-19,Late Night,"$4,000,000 ","$246,305 ","$246,305 "
36,28-Jan-00,The Big Tease,"$4,000,000 ","$185,577 ","$185,577 "
37,25-Aug-17,Polina danser sa vie,"$4,000,000 ","$165,203 ","$953,314 "
38,10-Apr-15,Desert Dancer,"$4,000,000 ","$155,271 ","$596,335 "
39,30-Jan-15,"Guten Tag, Ramon","$4,000,000 ","$154,356 ","$4,854,356 "
40,25-Jul-03,Mondays in the Sun,"$4,000,000 ","$146,402 ","$146,402 "
41,19-Jun-15,Manglehorn,"$4,000,000 ","$132,270 ","$797,439 "
42,2-Apr-10,Tau ming chong,"$4,000,000 ","$129,078 ","$38,899,792 "
43,1-Apr-11,Trust,"$4,000,000 ","$120,016 ","$120,016 "
44,22-Dec-00,An Everlasting Piece,"$4,000,000 ","$75,078 ","$75,078 "
45,26-Mar-99,Among Giants,"$4,000,000 ","$64,359 ","$64,359 "
46,16-Jul-99,The Velocity of Gary,"$4,000,000 ","$34,145 ","$34,145 "
47,22-Apr-11,Stake Land,"$4,000,000 ","$33,245 ","$679,482 "
48,27-Feb-15,Praia do Futuro,"$4,000,000 ","$20,620 ","$760,678 "
49,27-Dec-02,Sonny,"$4,000,000 ","$17,639 ","$17,639 "
50,20-Jun-97,The Last Time I Committed Suicide,"$4,000,000 ","$12,836 ","$12,836 "
51,18-Apr-14,13 Sins,"$4,000,000 ","$9,134 ","$47,552 "
52,18-Nov-11,Another Happy Day,"$4,000,000 ","$9,120 ","$978,527 "
53,22-Feb-13,Inescapable,"$4,000,000 ","$4,327 ","$4,327 "
54,31-Dec-17,Perfectos Desconocidos,"$4,000,000 ",$0 ,"$31,166,312 "
55,31-Dec-13,Geograf globus propil,"$4,000,000 ",$0 ,"$4,454,853 "
56,20-Mar-12,A Lonely Place to Die,"$4,000,000 ",$0 ,"$442,550 "
57,31-Dec-03,Nothing,"$4,000,000 ",$0 ,"$63,180 "
58,1-Jun-12,The Loved Ones,"$4,000,000 ",$0 ,"$12,302 "
59,9-Nov-72,1776,"$4,000,000 ",$0 ,$0 
60,15-Nov-30,Hell's Angels,"$4,000,000 ",$0 ,$0 
61,26-Aug-08,Purple Violets,"$4,000,000 ",$0 ,$0 
62,9-Nov-12,Replicas,"$4,000,000 ",$0 ,$0 
63,31-Dec-12,The Helpers,"$4,000,000 ",$0 ,$0 
64,31-Dec-15,The Veil,"$4,000,000 ",$0 ,$0 
65,11-Jul-14,The Perfect Wave,"$4,000,000 ",$0 ,$0 
66,31-Dec-12,How to Fall in Love,"$4,000,000 ",$0 ,$0 
67,8-Sep-15,Chain of Command,"$4,000,000 ",$0 ,$0 
68,15-Dec-39,Gone with the Wind,"$3,900,000 ","$198,680,470 ","$390,525,192 "
69,12-Dec-66,A Man for All Seasons,"$3,900,000 ","$28,350,000 ","$28,350,000 "
70,30-Dec-25,Ben-Hur: A Tale of the Christ,"$3,900,000 ","$9,000,000 ","$9,000,000 "
71,1-Jan-76,Network,"$3,800,000 ","$23,689,877 ","$23,689,877 "
72,14-Jan-11,Down for Life,"$3,800,000 ","$41,914 ","$41,914 "
73,30-Apr-10,The Good Heart,"$3,800,000 ","$20,930 ","$340,930 "
74,7-Apr-65,Major Dundee,"$3,800,000 ","$14,873 ","$14,873 "
